,id,activity_new,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
16,227254ed8be1393d5e37e6dc9c3f359b,,lmkebamcaaclubfxadlmueccxoimlema,55084,0,8709,2012-11-01,2016-10-31,2015-09-18,2015-11-01,1765.35,3513,0.0,0.0,0.098925,0.09135,58.99595196,f,290.91,2.08,2.08,1,140.26,3,ldkssxwpmemidmecebumciepifcamkci,10.0,0
17,c5037389dd8be351d3c40f2973da2391,,Other,9707,0,0,2010-12-01,2016-12-01,2010-12-01,2015-12-02,1028.52,0,0.0,15.37,0.168242,0.089602,45.30837756,f,0.0,15.78,15.78,1,111.59,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
18,e4773b60d2e68aac94795782abfc006b,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,47019,0,3161,2012-04-20,2016-04-20,2012-04-20,2015-04-21,1687.29,1080,0.0,16.08,0.144902,0.0,44.31137796,f,158.53,19.28,19.28,1,130.14,4,ldkssxwpmemidmecebumciepifcamkci,10.392,0
19,bd14bbac3aca710ee5288fcd8511d4bb,apdekpcbwosbxepsfxclislboipuxpop,Other,786536,80583,85883,2010-02-15,2016-02-15,2010-02-15,2015-02-16,13517.5,23298,0.0,16.6,0.16405799999999998,0.086163,44.31137796,t,2585.38,25.68,25.68,2,1087.76,6,lxidpiddsbxsbosboudacockeimpuepw,11.4,0
20,4e4a34a6d91ff25d0fdf68733907ad44,,foosdfpfkusacimwkcsosbicdxkicaua,30776,0,0,2011-08-01,2016-07-25,2014-07-25,2015-07-27,3045.16,0,0.0,118.24,0.11286,0.096521,40.606701,f,0.0,19.29,19.29,1,335.78,5,,25.0,0
21,f2b93783adecf0d0d8d60ab547bda3de,,Other,24838,0,2877,2011-05-27,2016-05-27,2011-05-27,2015-05-31,1088.35,798,0.0,141.79,0.115174,0.098837,40.606701,f,79.36,21.57,21.57,1,117.44,5,ldkssxwpmemidmecebumciepifcamkci,15.001,0
22,47e976c5d7f1ee1fee6d60ca39fd0218,,foosdfpfkusacimwkcsosbicdxkicaua,15411,0,0,2012-05-28,2016-05-28,2012-05-28,2015-05-31,194.42,0,0.0,18.31,0.14571099999999998,0.0,44.31137796,f,0.0,23.97,23.97,1,19.07,4,lxidpiddsbxsbosboudacockeimpuepw,13.0,0
23,db6ac41fb6972374f28bc6f8e43b9764,kkklcdamwfafdcfwofuscwfwadblfmce,foosdfpfkusacimwkcsosbicdxkicaua,16782,0,1908,2009-10-01,2016-10-01,2009-10-01,2015-10-03,1686.67,1908,0.0,131.77,0.115237,0.100123,40.606701,t,189.79,6.6,6.6,2,203.35,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,0
24,bee0c7e972180fbee50c2ea15b12965c,,foosdfpfkusacimwkcsosbicdxkicaua,26987,0,4099,2011-03-04,2016-03-04,2011-03-04,2015-03-09,2761.95,4099,0.0,129.95,0.118636,0.10175,40.606701,f,413.68,47.35,47.35,1,316.53,5,lxidpiddsbxsbosboudacockeimpuepw,35.0,0
25,78014630fbac3e6aa980361d25cea748,,usilxuppasemubllopkaafesmlibmsdf,20560,0,3804,2012-12-31,2016-12-31,2015-11-01,2016-01-01,3037.82,3804,0.0,0.0,0.14241700000000002,0.0,44.31137796,f,548.89,4.14,4.14,1,255.96,3,lxidpiddsbxsbosboudacockeimpuepw,11.0,0
26,050706fa01538720da274cbeb6e1f983,xwkaesbkfsacseixxksofpddwfkbobki,foosdfpfkusacimwkcsosbicdxkicaua,21097,0,0,2013-04-04,2016-04-04,2015-11-24,2015-04-05,2257.99,0,0.0,110.78,0.142881,0.086163,44.31137796,f,0.0,25.92,25.92,1,291.78,3,lxidpiddsbxsbosboudacockeimpuepw,17.320999999999998,1
27,5789c446141a44a9b405db35682f6eb5,,foosdfpfkusacimwkcsosbicdxkicaua,12157,0,0,2013-02-27,2016-02-27,2015-12-16,2015-03-09,1418.81,0,0.0,16.42,0.160302,0.082403,44.31137796,f,0.0,23.4,23.4,2,123.87,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
28,ed5bc499fecb8eee257857fd286ebd65,lckfspcixfmlwudlisbaiacuioicciam,Other,13122,0,0,2009-12-07,2016-12-07,2015-11-01,2015-12-08,1932.42,0,0.0,19.51,0.143478,0.0,44.31137796,f,0.0,3.56,3.56,1,150.7,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
29,389bbbe70248fbeecdf9bb1bd0d1da04,,foosdfpfkusacimwkcsosbicdxkicaua,3584,0,322,2010-11-17,2016-11-17,2010-11-17,2015-11-18,379.83,322,0.0,145.98,0.115237,0.100123,41.1052014,f,32.61,57.72,57.72,1,38.76,5,lxidpiddsbxsbosboudacockeimpuepw,23.1,1
30,31615bef53242dfedeaf275214044ca1,,Other,2632,0,0,2010-07-12,2016-07-12,2010-07-12,2015-07-14,394.83,0,0.0,15.98,0.14571099999999998,0.0,44.31137796,f,0.0,14.64,14.64,1,38.62,6,ldkssxwpmemidmecebumciepifcamkci,10.392,0
31,74ff037708f036de5745ce34d8d9d4df,kkklcdamwfafdcfwofuscwfwadblfmce,foosdfpfkusacimwkcsosbicdxkicaua,4792,0,0,2011-12-12,2016-12-12,2015-11-01,2015-12-14,719.4,0,0.0,0.0,0.144039,0.0,45.80687796,f,0.0,19.42,19.42,1,60.0,4,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
32,7287dad2f1f535d03435ea7c78b557c4,,Other,7950,0,1100,2009-10-01,2016-10-01,2009-10-01,2015-10-02,856.81,1100,0.0,132.16,0.115237,0.100123,40.9390266,f,113.82,20.0,20.0,1,94.01,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.01,0
33,26c7bba7d51f86a16109de505bcd4f52,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,1856956,41883,164355,2010-09-20,2016-09-20,2010-09-20,2015-09-23,3074.16,0,0.0,99.05,0.115237,0.100123,40.606701,t,0.0,43.44,43.44,2,487.42,5,ldkssxwpmemidmecebumciepifcamkci,29.0,0
34,44e826a55734d0ca5eeafcae0e991a75,,foosdfpfkusacimwkcsosbicdxkicaua,324,0,0,2009-07-07,2016-07-07,2015-05-23,2015-07-09,8.32,0,0.0,1.08,0.14317,0.0,44.31137796,f,0.0,18.62,18.62,2,1.27,7,ldkssxwpmemidmecebumciepifcamkci,13.2,1
35,4bffd9d74bfb770ef7763e8e4e88dfc3,,usilxuppasemubllopkaafesmlibmsdf,2103,0,0,2011-12-14,2016-08-06,2015-08-06,2015-01-05,355.17,0,30.0,19.6,0.198096,0.0,46.30537836,f,0.0,27.96,27.96,2,19.0,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
36,2d9d0546d83c60ed3d5728d744d65c40,daobdssbkieoukwxbopxiiospudkopwl,usilxuppasemubllopkaafesmlibmsdf,19593,0,0,2012-07-03,2016-07-03,2013-10-31,2015-07-04,2886.5,0,0.0,17.55,0.14316600000000002,0.0,44.31137796,f,0.0,17.45,17.45,1,243.99,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
37,79d29481ee261caf08387bcef9e4346d,,usilxuppasemubllopkaafesmlibmsdf,41814,0,4159,2012-10-10,2016-10-10,2014-06-26,2015-10-11,4107.43,4159,0.0,129.97,0.116509,0.101397,40.606701,f,412.54,10.16,10.16,1,477.42,3,lxidpiddsbxsbosboudacockeimpuepw,30.45,0
38,044d071a5dbc2668cddad4f2b28c91d1,cccpsslxcemdlomsaffxsecccbxpdkax,Other,37969,0,3407,2005-03-28,2016-03-28,2015-03-09,2015-03-29,3879.98,3407,0.0,130.68,0.114604,0.098262,40.606701,f,330.3,44.64,44.64,1,407.98,11,ldkssxwpmemidmecebumciepifcamkci,33.0,0
39,af87b64523cf1f4f4a681e2cc44c8629,kwuslieomapmswolewpobpplkaooaaew,foosdfpfkusacimwkcsosbicdxkicaua,41214,0,3538,2011-11-04,2016-11-04,2015-11-01,2015-11-05,4294.49,3538,0.0,146.56,0.11536,0.100243,40.606701,f,352.08,3.72,3.72,1,505.47,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,0
40,9403f3f9ff06ec9e49db8255ede2b098,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,2012791,0,218619,2011-06-22,2016-06-22,2011-06-22,2015-06-23,547.35,346,0.0,16.12,0.144902,0.0,44.31137796,f,50.79,21.52,21.52,1,50.38,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
41,51a7edcf29ed04830da6b3ee79f9e508,kkklcdamwfafdcfwofuscwfwadblfmce,lmkebamcaaclubfxadlmueccxoimlema,20429,0,0,2010-03-12,2016-03-12,2010-03-12,2015-03-13,869.54,0,0.0,120.45,0.120372,0.103487,40.606701,f,0.0,60.39,60.39,1,111.64,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.6,0
42,d9260de11c54a215fa7363f603bbeaf6,,foosdfpfkusacimwkcsosbicdxkicaua,5957,0,794,2010-06-08,2016-06-08,2010-06-08,2015-06-23,510.87,315,0.0,18.47,0.14571099999999998,0.0,44.31137796,f,46.17,24.4,24.4,1,50.71,6,lxidpiddsbxsbosboudacockeimpuepw,15.0,0
43,a853b52e3992aa2df0870fe42d843a65,ifppdlcfssupdcsdcclkoubulccouwml,usilxuppasemubllopkaafesmlibmsdf,6047,0,0,2011-11-23,2016-11-23,2011-11-23,2015-11-24,913.0,0,0.0,19.54,0.147506,0.0,45.80687796,f,0.0,17.13,17.13,1,86.43,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
44,91607f6e0ed7143ab1a5b2abc20f1c00,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1938393,0,312684,2012-09-01,2016-09-01,2012-09-01,2015-09-02,3426.48,3537,0.0,51.6,0.14316600000000002,0.0,44.31137796,f,513.03,11.95,11.95,1,279.26,3,lxidpiddsbxsbosboudacockeimpuepw,13.85,0
45,757ea31873662fe77d60e8c4f736a1ec,,foosdfpfkusacimwkcsosbicdxkicaua,9141,0,1592,2012-03-01,2016-09-20,2015-09-20,2014-03-03,419.22,523,0.0,16.32,0.142881,0.0,46.30537836,f,74.39,29.5,29.5,1,30.9,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
46,d53f9011d82ed1f4850d0d312d04468b,mwmuuaeloxbawummwfwcmxckmsfibpwk,ewpakwlliwisiwduibdlfmalxowmwpci,4259,0,0,2012-06-25,2016-07-09,2014-07-09,2015-07-12,632.17,0,0.0,16.74,0.144902,0.0,44.31137796,f,0.0,14.64,14.64,1,64.34,4,ldkssxwpmemidmecebumciepifcamkci,10.392,0
47,af47b8ea9a596c200ee39128a95738f9,almlfkoedpwfdmmsebsdwueskducuiok,lmkebamcaaclubfxadlmueccxoimlema,12199,0,0,2011-01-10,2016-02-29,2011-01-10,2015-03-09,1811.9,0,0.0,21.1,0.145877,0.0,44.31137796,f,0.0,23.4,23.4,1,156.21,5,ldkssxwpmemidmecebumciepifcamkci,10.392,0
48,f8943edfeb1783f3793d3abc6305c1e3,sfisfxfcocfpcmckuekokxuseixdaoeu,usilxuppasemubllopkaafesmlibmsdf,13859,0,0,2011-03-15,2016-03-15,2011-03-15,2015-03-16,8.83,0,0.0,18.26,0.14669400000000002,0.0,44.31137796,f,0.0,30.22,30.22,1,0.88,5,lxidpiddsbxsbosboudacockeimpuepw,13.2,0
49,adfec8a906dfa5c6d836231e65825539,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,110534,0,7546,2012-04-04,2016-04-04,2012-04-04,2015-04-05,3485.92,2797,0.0,131.87,0.11691,0.100572,40.606701,f,272.68,32.1,32.1,1,416.74,4,lxidpiddsbxsbosboudacockeimpuepw,26.61,0
50,c6951b289531272a5d02c095db1fb55f,,lmkebamcaaclubfxadlmueccxoimlema,13332,0,0,2008-06-19,2016-04-28,2008-07-10,2015-04-29,1258.31,0,0.0,132.68,0.100167,0.091892,58.99595196,f,0.0,1.3,1.3,2,103.38,8,ldkssxwpmemidmecebumciepifcamkci,25.0,0
51,34f2d4431b7db25cd660b098acf3d3a0,,foosdfpfkusacimwkcsosbicdxkicaua,79090,0,3319,2009-08-01,2016-08-01,2015-07-12,2015-08-02,2690.38,2191,0.0,130.47,0.114025,0.097683,40.606701,f,201.4,12.36,12.36,1,311.76,6,ldkssxwpmemidmecebumciepifcamkci,19.8,0
52,cdcc2c363d5b34232082cee78776e59e,,Other,5162,0,0,2010-11-18,2016-11-18,2010-11-18,2015-11-21,0.0,0,0.0,0.0,0.0006,0.0,0.0,f,0.0,24.33,24.33,1,80.3,5,lxidpiddsbxsbosboudacockeimpuepw,13.86,0
53,b96aa3a8655203318c6b853dbdb0ceb7,kwuslieomapmswolewpobpplkaooaaew,foosdfpfkusacimwkcsosbicdxkicaua,88178,0,6094,2010-01-15,2016-02-14,2013-09-14,2015-02-16,9070.33,6094,0.0,145.41,0.115744,0.098858,40.606701,f,611.08,32.88,32.88,1,719.37,6,lxidpiddsbxsbosboudacockeimpuepw,33.0,1
54,54a77b7ec412ca7133750d2cb2a24096,wlxfbefauebfbauopppswxppaafdkoap,ewpakwlliwisiwduibdlfmalxowmwpci,22333,0,2237,2010-11-17,2016-11-17,2015-05-24,2015-11-18,2377.86,2237,0.0,143.04,0.115237,0.100123,40.606701,f,226.86,9.93,9.93,1,234.39,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,52.5,0
55,0f7487e3c557be9c77570e11ce572454,cwkwaxadbfukekuspislmbipbkxdudla,foosdfpfkusacimwkcsosbicdxkicaua,31653,0,124,2011-03-05,2016-03-05,2011-03-05,2015-03-06,82.03,124,0.0,129.6,0.120372,0.103487,40.606701,f,12.19,108.9,108.9,1,10.32,5,lxidpiddsbxsbosboudacockeimpuepw,48.0,0
56,17e84c1bc19211777dfbb1cca8af94fc,cluecxlameloamldmasudocsbmaoamdw,foosdfpfkusacimwkcsosbicdxkicaua,463646,0,40551,2013-06-22,2016-10-09,2013-10-09,2015-10-11,2858.82,0,0.0,117.54,0.115237,0.100123,40.606701,f,0.0,11.04,11.04,1,372.55,3,lxidpiddsbxsbosboudacockeimpuepw,33.0,0
57,b664719a6cbb1966d9987c3f6ec6d209,,foosdfpfkusacimwkcsosbicdxkicaua,10602,0,951,2012-03-13,2016-03-13,2012-03-13,2015-03-16,1122.03,951,0.0,129.61,0.120372,0.103487,40.606701,f,98.66,36.22,36.22,1,137.56,4,lxidpiddsbxsbosboudacockeimpuepw,20.0,0
58,d8e589d515b7c905bb73eece1d8781d8,pmccdfmdxpmdeodsasdeboedildifmlp,foosdfpfkusacimwkcsosbicdxkicaua,21553,0,0,2013-04-09,2016-04-09,2013-04-09,2015-04-12,3213.49,0,0.0,16.09,0.144149,0.0,44.31137796,f,0.0,19.28,19.28,1,301.91,3,lxidpiddsbxsbosboudacockeimpuepw,10.392,1
59,a20ef5d293e20e3d9e9f60cf2be3ce63,apdekpcbwosbxepsfxclislboipuxpop,Other,348859,0,53135,2010-12-20,2016-12-20,2010-12-20,2015-12-21,2767.31,2368,0.0,142.63,0.116509,0.101397,40.606701,f,218.34,4.46,4.46,1,364.43,5,ldkssxwpmemidmecebumciepifcamkci,100.0,0
60,64c0ca2d8c32cd4985b6ab53f17f897f,,foosdfpfkusacimwkcsosbicdxkicaua,10019,0,0,2012-11-01,2016-11-01,2012-11-01,2015-11-02,775.26,0,0.0,16.34,0.236794,0.0,44.31137796,f,0.0,1.23,1.23,1,335.8,3,ldkssxwpmemidmecebumciepifcamkci,13.2,0
61,413f4bf21686876dd0d9a2bf0cc5ba1f,,foosdfpfkusacimwkcsosbicdxkicaua,7314,0,1542,2012-05-28,2016-05-28,2012-05-28,2015-05-29,1094.82,1542,0.0,18.32,0.14571099999999998,0.0,44.31137796,f,226.96,27.69,27.69,1,111.5,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,0
62,3bd97d79feb083b315baa9545c76c84d,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1129316,0,79977,2011-12-17,2016-12-17,2011-12-17,2015-12-20,1346.17,1174,0.0,129.24,0.116509,0.101397,40.606701,f,117.71,2.46,2.46,1,172.91,4,lxidpiddsbxsbosboudacockeimpuepw,19.72,1
63,cb5171895e4a15e2c72cbbd7cf054cbf,,foosdfpfkusacimwkcsosbicdxkicaua,11399,0,1105,2011-05-26,2016-04-01,2014-04-01,2015-04-02,2158.81,1105,24.0,14.44,0.186188,0.0,45.80687796,f,206.39,37.56,37.56,1,864.94,5,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
64,b50576e9fd15d9fa7e550be0f19fbf9e,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,162691,0,18860,2011-01-06,2017-01-06,2011-01-06,2016-01-07,7603.69,9069,0.0,130.68,0.115744,0.098858,40.606701,f,836.8,16.32,16.32,1,677.58,5,lxidpiddsbxsbosboudacockeimpuepw,16.4,0
65,063acc614e176cf9edb486d267a90097,paoauaefwcbedmiowwmokakuisslckbd,Other,158223,188601,17754,2010-04-10,2016-04-10,2013-09-16,2015-04-12,5658.04,9471,0.0,129.26,0.114481,0.098142,40.606701,t,940.24,35.81,35.81,3,580.06,6,lxidpiddsbxsbosboudacockeimpuepw,40.0,0
66,cd2ac5886d344c93b3a2358e4604e1fe,bapcuxcousodpaabofsesslupodaapcx,usilxuppasemubllopkaafesmlibmsdf,84410,186857,7891,2011-12-02,2016-12-02,2014-11-17,2015-12-03,3166.13,3007,0.0,132.13,0.116509,0.101397,40.606701,t,302.49,0.7999999999999989,0.7999999999999989,4,396.63,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
67,78b67084b27f0d33429985d7a1fd6258,,lmkebamcaaclubfxadlmueccxoimlema,2887,0,0,2013-01-08,2017-01-08,2013-01-08,2016-01-10,436.45,0,0.0,14.91,0.14669400000000002,0.0,44.31137796,f,0.0,34.68,34.68,1,49.0,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
68,ac9b40690cdc78263fecc452bd92c227,,Other,8647,0,829,2010-01-28,2016-01-28,2010-01-28,2015-01-30,399.54,389,0.0,129.6,0.1169,0.100015,40.606701,f,37.53,51.96,51.96,1,45.47,6,lxidpiddsbxsbosboudacockeimpuepw,20.785,0
69,4d4a8d5a884e49e2a8f7994b21a3cb18,,lmkebamcaaclubfxadlmueccxoimlema,10,0,0,2011-06-09,2016-06-09,2011-06-09,2015-06-21,1.52,0,0.0,6.67,0.14571099999999998,0.0,44.31137796,f,0.0,21.52,21.52,1,0.16,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
70,d26bcf1a3e3f6252b9812903f402dcf1,dupxuibdflmskeieweeofcaluuuiioix,ewpakwlliwisiwduibdlfmalxowmwpci,5682,0,0,2011-03-08,2016-03-08,2011-03-08,2015-03-09,853.4,0,0.0,17.35,0.145884,0.0,44.31137796,f,0.0,23.76,23.76,1,82.52,5,ldkssxwpmemidmecebumciepifcamkci,10.392,0
71,d44fcb35df8f88e9032ad52678d060a3,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1017579,187578,120936,2011-06-14,2016-06-14,2011-06-14,2015-06-23,100.27,125,0.0,146.81,0.115174,0.098837,40.606701,t,11.86,47.0,47.0,2,14.59,5,lxidpiddsbxsbosboudacockeimpuepw,29.7,0
72,327e887296aa77019b4954c6bb0a8cc3,kkklcdamwfafdcfwofuscwfwadblfmce,foosdfpfkusacimwkcsosbicdxkicaua,16605,227049,2000,2010-01-12,2016-02-09,2010-01-12,2015-02-11,1694.72,2000,0.0,132.19,0.1169,0.100015,40.606701,t,200.09,24.72,24.72,2,183.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,0
73,6f062ee9f3f8b2a404078abb4cd85510,paoauaefwcbedmiowwmokakuisslckbd,lmkebamcaaclubfxadlmueccxoimlema,2502,0,0,2012-06-11,2016-06-11,2012-06-11,2015-06-14,375.75,0,0.0,19.51,0.14571099999999998,0.0,44.31137796,f,0.0,22.52,22.52,1,35.96,4,ldkssxwpmemidmecebumciepifcamkci,13.856,0
74,d8fba21592000ae17ac964d93e827c05,kwuslieomapmswolewpobpplkaooaaew,Other,179907,124659,30003,2004-06-03,2016-06-03,2004-06-03,2015-06-23,17385.87,30003,0.0,133.4,0.110083,0.093746,40.606701,t,2903.59,3.16,3.16,4,1166.47,12,ldkssxwpmemidmecebumciepifcamkci,37.29,0
75,9cdfb70886ecb55f8a8620af8a99a722,,foosdfpfkusacimwkcsosbicdxkicaua,92718,0,7895,2009-09-09,2016-09-09,2009-09-09,2015-09-10,8796.43,7895,0.0,145.77,0.113323,0.096984,40.606701,t,735.06,14.94,14.94,2,848.79,6,lxidpiddsbxsbosboudacockeimpuepw,55.0,0
76,d8711ce9aef0a42cf24b1e65da32fe3f,,foosdfpfkusacimwkcsosbicdxkicaua,597,0,0,2009-12-01,2016-12-01,2015-11-01,2015-12-02,74.51,0,0.0,13.64,0.16304000000000002,0.084395,46.30537836,f,0.0,20.54,20.54,1,20.73,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
