id,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,churn,tenure,months_activ,months_to_end,months_modif_prod,months_renewal,channel_epu,channel_ewp,channel_fix,channel_foo,channel_lmk,channel_sdd,channel_usi,origin_ewx,origin_kam,origin_ldk,origin_lxi,origin_nul,origin_usa,activity_apd,activity_ckf,activity_clu,activity_cwo,activity_fmw,activity_kkk,activity_kwu,activity_sfi,activity_wxe
2c05848e1a577dd041ea6804bbf5bbf5,4.663908131,0.761359846,3.722716167,3.653543417,0,2.166755639,0.115237,0.100123,40.606701,1,2.71989451,5.52,5.52,2,533.46,16.5,stayed,5,52,9,26,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21860c2ff2d5df75503b230ce629c253,3.888010912,0,0,2.961468555,0,1.878866337,0.162327,0.084428,44.31137796,0,0,33.12,33.12,1,89.02,13.2,stayed,4,35,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227254ed8be1393d5e37e6dc9c3f359b,4.741033354,0,3.940018155,3.247076763,0,0,0.098925,0.09135,58.99595196,0,2.465248973,2.08,2.08,1,140.26,10,stayed,3,37,9,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c5037389dd8be351d3c40f2973da2391,3.987129768,0,0,3.012634788,0,1.214048679,0.168242,0.089602,45.30837756,0,0,15.78,15.78,1,111.59,13.856,stayed,6,61,11,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
e4773b60d2e68aac94795782abfc006b,4.672282625,0,3.499961866,3.227447048,0,1.232487866,0.144902,0,44.31137796,0,2.202842365,19.28,19.28,1,130.14,10.392,stayed,4,44,3,44,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
bd14bbac3aca710ee5288fcd8511d4bb,5.895719157,4.906248821,4.933912263,4.130928505,0,1.245512668,0.164058,0.086163,44.31137796,1,3.412692333,25.68,25.68,2,1087.76,11.4,stayed,5,70,1,70,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4e4a34a6d91ff25d0fdf68733907ad44,4.488226285,0,0,3.483752711,0,2.076421967,0.11286,0.096521,40.606701,0,0,19.29,19.29,1,335.78,25,stayed,4,53,6,17,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f2b93783adecf0d0d8d60ab547bda3de,4.395134107,0,3.45909079,3.037167438,0,2.154697794,0.115174,0.098837,40.606701,0,1.905039928,21.57,21.57,1,117.44,15.001,stayed,5,55,4,55,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47e976c5d7f1ee1fee6d60ca39fd0218,4.187859,0,0,2.290969009,0,1.285782274,0.145711,0,44.31137796,0,0,23.97,23.97,1,19.07,13,stayed,4,43,4,43,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
db6ac41fb6972374f28bc6f8e43b9764,4.224869595,0,3.280805928,3.22728753,0,2.123099955,0.115237,0.100123,40.606701,1,2.280555608,6.6,6.6,2,203.35,19.8,stayed,7,75,9,75,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
bee0c7e972180fbee50c2ea15b12965c,4.431170701,0,3.612783857,3.441373026,0,2.117105503,0.118636,0.10175,40.606701,0,2.61771309,47.35,47.35,1,316.53,35,stayed,5,57,2,57,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78014630fbac3e6aa980361d25cea748,4.313044233,0,3.580354661,3.482704976,0,0,0.142417,0,44.31137796,0,2.740275822,4.14,4.14,1,255.96,11,stayed,4,36,11,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
050706fa01538720da274cbeb6e1f983,4.324241288,0,0,3.353914308,0,2.048364105,0.142881,0.086163,44.31137796,0,0,25.92,25.92,1,291.78,17.321,churned,3,32,3,1,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5789c446141a44a9b405db35682f6eb5,4.084862139,0,0,3.152230231,0,1.241048151,0.160302,0.082403,44.31137796,0,0,23.4,23.4,2,123.87,10.392,stayed,2,34,1,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed5bc499fecb8eee257857fd286ebd65,4.118033129,0,0,3.286326207,0,1.31196566,0.143478,0,44.31137796,0,0,3.56,3.56,1,150.7,13.2,stayed,7,72,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389bbbe70248fbeecdf9bb1bd0d1da04,3.55448916,0,2.509202522,2.580731153,0,2.167258243,0.115237,0.100123,41.1052014,0,1.526468512,57.72,57.72,1,38.76,23.1,churned,6,61,10,61,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31615bef53242dfedeaf275214044ca1,3.420450859,0,0,2.597508706,0,1.229937686,0.145711,0,44.31137796,0,0,14.64,14.64,1,38.62,10.392,stayed,6,65,6,65,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74ff037708f036de5745ce34d8d9d4df,3.680607429,0,0,2.857573704,0,0,0.144039,0,45.80687796,0,0,19.42,19.42,1,60,12.5,stayed,5,48,11,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7287dad2f1f535d03435ea7c78b557c4,3.900421753,0,3.041787319,2.933391105,0,2.124373786,0.115237,0.100123,40.9390266,0,2.060017543,20,20,1,94.01,15.01,stayed,7,75,9,75,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26c7bba7d51f86a16109de505bcd4f52,6.268801847,4.622048151,5.215785563,3.487867717,0,2.000217093,0.115237,0.100123,40.606701,1,0,43.44,43.44,2,487.42,29,stayed,6,63,8,63,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
44e826a55734d0ca5eeafcae0e991a75,2.511883361,0,0,0.969415912,0,0.318063335,0.14317,0,44.31137796,0,0,18.62,18.62,2,1.27,13.2,churned,7,77,6,7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4bffd9d74bfb770ef7763e8e4e88dfc3,3.323045735,0,0,2.551657336,0.002383867,1.31386722,0.198096,0,46.30537836,0,0,27.96,27.96,2,19,10.392,stayed,4,48,7,4,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2d9d0546d83c60ed3d5728d744d65c40,4.292123104,0,0,3.460521993,0,1.268343914,0.143166,0,44.31137796,0,0,17.45,17.45,1,243.99,13.856,stayed,4,41,6,26,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79d29481ee261caf08387bcef9e4346d,4.621332101,0,3.619093331,3.613675892,0,2.117171828,0.116509,0.101397,40.606701,0,2.616517523,10.16,10.16,1,477.42,30.45,stayed,4,38,9,18,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
044d071a5dbc2668cddad4f2b28c91d1,4.579440597,0,3.532499586,3.588941405,0,2.119519818,0.114604,0.098262,40.606701,0,2.520221436,44.64,44.64,1,407.98,33,stayed,11,56.76896508,2,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
af87b64523cf1f4f4a681e2cc44c8629,4.615055304,0,3.548880563,3.633012712,0,2.168968647,0.11536,0.100243,40.606701,0,2.547873118,3.72,3.72,1,505.47,19.8,stayed,5,49,10,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9403f3f9ff06ec9e49db8255ede2b098,6.303798898,0,5.33968989,2.739057848,0,1.23350376,0.144902,0,44.31137796,0,1.714245911,21.52,21.52,1,50.38,13.2,stayed,5,54,5,54,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51a7edcf29ed04830da6b3ee79f9e508,4.310268367,0,0,2.939788731,0,2.084397519,0.120372,0.103487,40.606701,0,0,60.39,60.39,1,111.64,26.6,stayed,6,69,2,69,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
d9260de11c54a215fa7363f603bbeaf6,3.775100499,0,2.900367129,2.709159677,0,1.289365952,0.145711,0,44.31137796,0,1.673665876,24.4,24.4,1,50.71,15,stayed,6,66,5,66,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a853b52e3992aa2df0870fe42d843a65,3.781611782,0,0,2.960946196,0,1.312600439,0.147506,0,45.80687796,0,0,17.13,17.13,1,86.43,10.392,stayed,5,49,10,49,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91607f6e0ed7143ab1a5b2abc20f1c00,6.287442057,0,5.495107048,3.534974929,0,1.720985744,0.143166,0,44.31137796,0,2.710988466,11.95,11.95,1,279.26,13.85,stayed,4,39,8,39,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
757ea31873662fe77d60e8c4f736a1ec,3.961041217,0,3.202215776,2.623476718,0,1.238547888,0.142881,0,46.30537836,0,1.877313743,29.5,29.5,1,30.9,13.856,stayed,4,46,8,3,4.792645493,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d53f9011d82ed1f4850d0d312d04468b,3.629409599,0,0,2.80152033,0,1.248953615,0.144902,0,44.31137796,0,0,14.64,14.64,1,64.34,10.392,stayed,4,42,6,17,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
af47b8ea9a596c200ee39128a95738f9,4.086359831,0,0,3.258373849,0,1.344392274,0.145877,0,44.31137796,0,0,23.4,23.4,1,156.21,10.392,stayed,5,59,1,59,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f8943edfeb1783f3793d3abc6305c1e3,4.14176323,0,0,0.992553518,0,1.284656283,0.146694,0,44.31137796,0,0,30.22,30.22,1,0.88,13.2,stayed,5,57,2,57,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
adfec8a906dfa5c6d836231e65825539,5.043499816,0,3.87777435,3.542441984,0,2.123426935,0.11691,0.100572,40.606701,0,2.437243061,32.1,32.1,1,416.74,26.61,stayed,4,44,3,44,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
c6951b289531272a5d02c095db1fb55f,4.124927879,0,0,3.100132652,0,2.126066437,0.100167,0.091892,58.99595196,0,0,1.3,1.3,2,103.38,25,stayed,7,90,3,89,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34f2d4431b7db25cd660b098acf3d3a0,4.898127067,0,3.521138084,3.429975021,0,2.118826663,0.114025,0.097683,40.606701,0,2.306210508,12.36,12.36,1,311.76,19.8,stayed,7,77,6,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cdcc2c363d5b34232082cee78776e59e,3.712902125,0,0,3.084340933,0,0,0.135423358,0,43.67954612,0,0,24.33,24.33,1,80.3,13.86,stayed,6,61,10,61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b96aa3a8655203318c6b853dbdb0ceb7,4.945365169,0,3.78497371,3.957670966,0,2.165570741,0.115744,0.098858,40.606701,0,2.786808189,32.88,32.88,1,719.37,33,churned,6,71,1,27,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54a77b7ec412ca7133750d2cb2a24096,4.348966512,0,3.349860082,3.376368884,0,2.158483113,0.115237,0.100123,40.606701,0,2.357668093,9.93,9.93,1,234.39,52.5,stayed,6,61,10,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0f7487e3c557be9c77570e11ce572454,4.500428598,0,2.096910013,1.919235038,0,2.115943177,0.120372,0.103487,40.606701,0,1.120244796,21.6735029,21.89827373,1,10.32,48,stayed,5,57,2,57,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17e84c1bc19211777dfbb1cca8af94fc,5.666187454,0,4.608012278,3.456338699,0,2.073864923,0.115237,0.100123,40.606701,0,0,11.04,11.04,1,372.55,33,stayed,3,30,9,26,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
b664719a6cbb1966d9987c3f6ec6d209,4.025428761,0,2.978636948,3.050391358,0,2.115976429,0.120372,0.103487,40.606701,0,1.998520883,36.22,36.22,1,137.56,20,stayed,4,45,2,45,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d8e589d515b7c905bb73eece1d8781d8,4.333527879,0,0,3.507112079,0,1.232742063,0.144149,0,44.31137796,0,0,19.28,19.28,1,301.91,10.392,churned,3,32,3,32,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a20ef5d293e20e3d9e9f60cf2be3ce63,5.542651176,0,4.725388858,3.442214722,0,2.15724516,0.116509,0.101397,40.606701,0,2.341117839,4.46,4.46,1,364.43,18.40291184,stayed,6,60,11,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
64c0ca2d8c32cd4985b6ab53f17f897f,4.000867722,0,0,2.890007208,0,1.239049093,0.135423358,0,44.31137796,0,0,1.23,1.23,1,335.8,13.2,stayed,4,37,10,37,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413f4bf21686876dd0d9a2bf0cc5ba1f,3.86421433,0,3.188365926,3.039739223,0,1.286007122,0.145711,0,44.31137796,0,2.357858648,27.69,27.69,1,111.5,15,stayed,4,43,4,43,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3bd97d79feb083b315baa9545c76c84d,6.052815866,0,4.90297054,3.129422403,0,2.114744388,0.116509,0.101397,40.606701,0,2.074487305,2.46,2.46,1,172.91,19.72,churned,5,48,11,48,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
cb5171895e4a15e2c72cbbd7cf054cbf,4.056904851,0,3.043755127,3.334415548,0.002383867,1.188647296,0.186188,0,45.80687796,0,2.316787812,37.56,37.56,1,864.94,12.5,stayed,4,55,2,21,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b50576e9fd15d9fa7e550be0f19fbf9e,5.211366198,0,4.275564715,3.881081515,0,2.119519818,0.115744,0.098858,40.606701,0,2.923140356,16.32,16.32,1,677.58,16.4,stayed,6,59,12,59,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
063acc614e176cf9edb486d267a90097,5.19927236,5.275546294,4.249320677,3.752742764,0,2.114811074,0.114481,0.098142,40.606701,1,2.973700375,35.81,35.81,3,580.06,40,stayed,6,68,3,27,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cd2ac5886d344c93b3a2358e4604e1fe,4.926399045,5.271511696,3.897187077,3.50066589,0,2.124275932,0.116509,0.101397,40.606701,1,2.482144386,0.8,0.8,4,396.63,17.25,stayed,5,48,11,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78b67084b27f0d33429985d7a1fd6258,3.460597189,0,0,2.640928421,0,1.20167018,0.146694,0,44.31137796,0,0,34.68,34.68,1,49,13.856,stayed,4,35,12,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ac9b40690cdc78263fecc452bd92c227,3.936915681,0,2.919078092,2.602645893,0,2.115943177,0.1169,0.100015,40.606701,0,1.585799009,51.96,51.96,1,45.47,20.785,stayed,5,71,0,71,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4d4a8d5a884e49e2a8f7994b21a3cb18,4.325648849,0,0,3.084340933,0,0.884795364,0.145711,0,44.31137796,0,0,21.52,21.52,1,0.16,13.2,stayed,5,54,5,54,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d26bcf1a3e3f6252b9812903f402dcf1,3.754577656,0,0,2.93166124,0,1.263636069,0.145884,0,44.31137796,0,0,23.76,23.76,1,82.52,10.392,stayed,5,57,2,57,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d44fcb35df8f88e9032ad52678d060a3,6.007568563,5.273184216,5.082559191,2.00548081,0,2.169703817,0.115174,0.098837,40.606701,1,1.109240969,47,47,2,14.59,29.7,stayed,5,54,5,54,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
327e887296aa77019b4954c6bb0a8cc3,4.220265034,5.356121506,3.301247089,3.229354142,0,2.124471619,0.1169,0.100015,40.606701,1,2.303390474,24.72,24.72,2,183.25,16.5,stayed,6,71,1,71,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6f062ee9f3f8b2a404078abb4cd85510,3.39846085,0,0,2.576053261,0,1.31196566,0.145711,0,44.31137796,0,0,22.52,22.52,1,35.96,13.856,stayed,4,42,5,42,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d8fba21592000ae17ac964d93e827c05,5.255050476,5.095727123,4.477179157,4.240221407,0,2.128399269,0.110083,0.093746,40.606701,1,3.463084838,3.16,3.16,4,1166.47,37.29,stayed,12,56.76896508,5,34.7468005,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9cdfb70886ecb55f8a8620af8a99a722,4.967168739,0,3.89740714,3.94435582,0,2.166637294,0.113323,0.096984,40.606701,1,2.866913217,14.94,14.94,2,848.79,55,stayed,7,75,8,75,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d8711ce9aef0a42cf24b1e65da32fe3f,2.776701184,0,0,1.87800447,0,1.165541077,0.16304,0.084395,46.30537836,0,0,20.54,20.54,1,20.73,10.392,stayed,7,73,11,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215fcb61cd9905b5e605b292666975d9,4.809674165,4.32637683,3.575764981,3.678332603,0,2.164442085,0.118636,0.10175,40.606701,1,2.57699748,22.44,22.44,2,530.16,15.001,churned,3,33,2,18,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33e5a46305e282aef856ef00fee02e2c,4.832023253,4.167140036,3.690107439,3.827051838,0,2.172573744,0.112852,0.095965,40.606701,1,2.672190251,19.92,19.92,2,571.66,20,stayed,3,39,1,22,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
270835591aad4b5231d23fb7bdcd3bcf,3.805092878,0,3.048053173,2.982176221,0,1.237040791,0.145541,0,44.31137796,0,2.217141638,34.68,34.68,1,101.81,13.856,stayed,7,71,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d766f436878bdf7c211ad1546e4357e9,3.847757688,0,0,3.025018972,0,1.311541958,0.147506,0,45.80687796,0,0,22.89,22.89,1,102.08,13.856,stayed,5,49,10,49,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38ff1f75487719c54ba3d4a46f9ee244,4.294576439,4.660827547,3.166430114,3.299426665,0,2.111228898,0.116509,0.101397,40.606701,1,2.172894698,60.84,60.84,3,66.87,25,stayed,6,60,11,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
a29ad433a1585b364e5485ec55b6bbc3,4.198767021,0,0,2.665233792,0,1.242541428,0.145884,0,44.31137796,0,0,37.56,37.56,1,45.07,15,stayed,7,71,12,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3143ff0dec9bb97876c726e42b5a66c6,3.518118947,0,0,2.381024781,0,1.236789099,0.142881,0.086163,44.31137796,0,0,34.68,34.68,1,30.02,13.856,churned,4,43,5,18,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237111445b27c435937f982ffcaef727,5.559064738,0,0,4.515561384,0,2.518171634,0.108925,0.092586,40.606701,0,0,0.24,0.24,1,200.3810058,18.40291184,churned,4,53,3,53,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
be272db990d3604a49a54887dfa904f4,4.038659894,0,3.508933526,2.891515157,0,1.247482261,0.165793,0.088539,44.31137796,0,2.338536173,14.57,14.57,1,59.82,10.35,stayed,7,77,6,77,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6187a71186583ed2457d182b00b632c5,4.180441298,0,3.672190251,3.214573654,0,1.055760465,0.164058,0.086163,44.31137796,0,2.694973535,29.76,29.76,1,134.5,14.49,stayed,3,33,2,33,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6ae7e4a3bdf96abb7783b342378ca5fc,3.512150537,0,0,2.688713405,0,1.241546481,0.145711,0,44.31137796,0,0,10.08,10.08,1,47.33,10.392,stayed,6,63,8,63,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cfc1377e09c9866fae771bb4180f026a,3.610447221,0,2.825426118,2.780043541,0,1.252610341,0.142822,0,44.31137796,0,1.989093693,15.5,15.5,1,59.37,11,stayed,6,65,6,7,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d4a84ff4ec620151ef05bdef0cf27eab,4.208548842,0,3.16879202,3.240664047,0,0,0.115174,0.098837,40.606701,0,2.193653225,12.9,12.9,1,181.75,20.7,stayed,7,77,6,77,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1d4a665170914d996d3fb78069495516,4.712304486,0,0,3.540355757,0,1.261738547,0.159815,0.081173,44.31137796,0,0,4.83,4.83,2,122.17,10.35,churned,4,38,10,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
e91f386614c13becdf81cc47fadfa2a2,3.243286146,0,1.812913357,2.247997802,0,2.10994958,0.120372,0.103487,40.606701,0,0.850033258,37.39,37.39,1,21.87,16.5,stayed,4,45,2,45,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
